municipality_key,municipality,area,population
09176137,Kinding; M,51.7,2493
14522230,Hainichen; Stadt,51.74,8438
15085365,Wegeleben; Stadt,51.77,2458
13071036,Fünfseen,51.78,1084
09472118,Betzenstein; St,51.84,2490
10042111,Beckingen,51.85,14923
03359023,Harsefeld; Flecken,51.88,14378
09773182,Wertingen; St,51.88,9415
12072120,Großbeeren,51.89,8891
03354502,Göhrde; gemfr. Gebiet,51.92,0
09176111,Adelschlag,51.95,3019
03354027,Zernien,51.97,1616
13074037,Kalkhorst,51.98,1812
13076118,Rastow,52.03,1965
03354501,Gartow; gemfr. Gebiet,52.11,0
06435008,Flörsbachtal,52.11,2303
06431011,Heppenheim (Bergstraße); Kreisstadt,52.12,26357
13074074,Schönberg; Stadt,52.19,4676
09186128,Hohenwart; M,52.22,4858
09173137,Münsing,52.23,4346
09375210,Wörth a.d.Donau; St,52.24,4930
09176160,Schernfeld,52.25,3282
09577140,Heidenheim; M,52.26,2571
08436008,Aulendorf; Stadt,52.33,10277
05566032,Ladbergen,52.35,6821
09277138,Pfarrkirchen; St,52.35,13073
03251005,Barnstorf; Flecken,52.37,6611
13074026,Grevesmühlen; Stadt,52.38,10440
05558028,Nordkirchen,52.41,10166
05558036,Olfen; Stadt,52.43,13040
14730140,Jesewitz,52.44,3087
09376117,Bruck i.d.OPf.; M,52.46,4469
09672139,Oberthulba; M,52.48,5139
12068426,Temnitztal,52.48,1525
06531009,Langgöns,52.53,11683
01055044,Scharbeutz,52.54,11580
12067438,Schlaubetal,52.56,1832
01062004,Bad Oldesloe; Stadt,52.59,24841
03459022,Hilter am Teutoburger Wald,52.59,10480
13076005,Banzkow,52.59,2797
09171127,Pleiskirchen,52.62,2462
06633030,Wesertal,52.65,5137
12065225,Mühlenbecker Land,52.65,15513
14522470,Rechenberg-Bienenmühle,52.65,1791
09674147,Haßfurt; St,52.66,13596
12065117,Großwoltersdorf,52.66,792
13072022,Carinerland,52.67,1259
14522450,Ostrau,52.7,3500
12064370,Oberbarnim,52.72,1904
16064073,Anrode,52.73,3138
12062372,Plessa,52.74,2568
03352029,Lamstedt,52.87,3371
08127009,Braunsbach,52.87,2509
12063357,Wustermark,52.88,10401
08126045,Krautheim; Stadt,52.9,4664
08316054,Freiamt,52.9,4212
09472190,Speichersdorf,52.91,5813
08437031,Gammertingen; Stadt,52.97,6331
16066092,Zella-Mehlis; Stadt,52.99,12532
15086140,Möckern; Stadt,524.35,12778
08335035,Hilzingen,53.02,8912
03459026,Merzen,53.05,3899
14628270,Pirna; Stadt,53.06,38361
13071004,Altentreptow; Stadt,53.07,5188
14729380,Thallwitz,53.09,3548
15090610,Werben (Elbe); Hansestadt,53.1,986
09371151,Sulzbach-Rosenberg; St,53.12,19094
05558020,Havixbeck,53.17,11940
08235006,Altensteig; Stadt,53.19,10806
09476164,Pressig; M,53.19,3894
13076049,Gorlosen,53.22,460
09187130,Feldkirchen-Westerham,53.24,11055
05374048,Wiehl; Stadt,53.26,25088
01051034,Friedrichskoog,53.27,2494
06438002,Dreieich; Stadt,53.27,41811
01059179,Lindewitt,53.28,1967
08215064,Östringen; Stadt,53.28,13012
07137003,Andernach; Stadt,53.34,30126
03454045,Salzbergen,53.38,7806
05554028,Heiden,53.39,8194
16074116,Schkölen; Stadt,53.43,2607
09179134,Maisach,53.45,14223
09672161,Wartmannsroth,53.47,2106
03254042,Freden (Leine),53.49,4621
05170044,Voerde (Niederrhein); Stadt,53.49,35889
09571214,Wassertrüdingen; St,53.57,6153
14522500,Rossau,53.59,3500
06535012,Lautertal (Vogelsberg),53.6,2278
14523300,Oelsnitz/Vogtl.; Stadt,53.66,9988
16077032,Meuselwitz; Stadt,53.66,9897
09780119,Dietmannsried; M,53.68,8388
05566072,Recke,53.69,11227
09775164,Weißenhorn; St,53.72,13743
15088220,Merseburg; Stadt,53.75,33641
14626370,Niesky; Stadt,53.82,9130
09189134,Palling,53.84,3488
05374036,Radevormwald; Stadt auf der Höhe,53.86,21952
09375170,Mintraching,53.88,4859
09182123,Irschenberg,53.91,3197
03241020,Wennigsen (Deister),53.92,14043
03352055,Wanna,53.93,2220
08128138,Ahorn,53.93,2232
03151017,Meinersen,53.95,8156
12064222,Höhenland,53.95,1028
14627220,Radeburg; Stadt,54.02,7278
09773136,Gundelfingen a.d.Donau; St,54.06,7934
03241015,Seelze; Stadt,54.08,34271
08415058,Pfronstetten,54.09,1519
05962048,Neuenrade; Stadt,54.1,11663
08335043,Konstanz; Universitätsstadt,54.12,84736
09273165,Rohr i.NB; M,54.12,3316
09774144,Jettingen-Scheppach; M,54.12,7207
03155010,Nörten-Hardenberg; Flecken,54.13,8616
07133501,Bad Sobernheim; Stadt,54.18,6479
09371131,Illschwang,54.22,2026
14625160,Großdubrau / Wulka Dubrawa,54.22,4181
09376116,Bodenwöhr,54.25,4332
15083565,Wolmirstedt; Stadt,54.27,11371
08126047,Kupferzell,54.28,6318
09187116,Babensham,54.31,3187
08236040,Mühlacker; Stadt,54.32,26137
03354022,Schnega,54.36,1299
06535017,Schwalmtal,54.36,2791
09374121,Floß; M,54.39,3399
14522250,Hartha; Stadt,54.4,6813
03256013,Hilgermissen,54.41,2142
08337097,St. Blasien; Stadt,54.41,3908
12064268,Lebus; Stadt,54.42,3133
06439010,Lorch; Stadt,54.43,3875
06535014,Romrod; Stadt,54.43,2669
08317051,Hornberg; Stadt,54.45,4242
06433006,Groß-Gerau; Stadt,54.47,26068
08136027,Gschwend,54.52,4882
08327057,Emmingen-Liptingen,54.54,4788
08315015,Breisach am Rhein; Stadt,54.59,15588
13073088,Stralsund; Hansestadt,54.59,59171
05970016,Freudenberg; Stadt,54.6,17677
06533003,Bad Camberg; Stadt,54.6,14158
09177117,Erding; GKSt,54.61,36414
09461000,Bamberg,54.62,77749
13071172,Peenehagen,54.67,1075
06440019,Ortenberg; Stadt,54.7,8892
14729150,Geithain; Stadt,54.71,6775
05154020,Issum,54.74,12201
13074049,Lüdersdorf,54.76,5308
12061265,Krausnick-Groß Wasserburg,54.79,611
09477148,Presseck; M,54.82,1698
08127063,Obersontheim,54.84,5404
13075138,Viereck,54.84,1021
06633005,Calden,54.85,7503
08127043,Ilshofen; Stadt,54.87,6947
09479169,Wunsiedel; St,54.88,9177
06632008,Haunetal,54.94,2939
05374024,Marienheide,54.97,13465
13073093,Tribsees; Stadt,54.98,2623
09178116,Au i.d.Hallertau; M,54.99,6269
03454051,Surwold,55.01,4280
08426014,Bad Schussenried; Stadt,55.01,8925
09476177,Steinwiesen; M,55.02,3371
09277114,Dietersburg,55.03,3120
14523370,Schöneck/Vogtl.; Stadt,55.03,3060
09180114,Eschenlohe,55.04,1553
09275116,Bad Füssing,55.06,7787
14730200,Mügeln; Stadt,55.08,5808
14522035,Bobritzsch-Hilbersdorf,55.12,5650
12072017,Blankenfelde-Mahlow,55.17,28761
13075105,Pasewalk; Stadt,55.21,9841
09374118,Eslarn; M,55.22,2679
03454047,Sögel,55.26,8210
05162020,Korschenbroich; Stadt,55.26,33786
09273116,Bad Abbach; M,55.26,12515
08317141,Willstätt,55.27,9893
16071003,Bad Berka; Stadt,55.32,7379
16068058,Weißensee; Stadt,55.33,3604
06535006,Grebenau; Stadt,55.34,2342
09774135,Günzburg; GKSt,55.4,21233
05170040,Sonsbeck,55.41,8689
08415078,Bad Urach; Stadt,55.42,12561
14730230,Oschatz; Stadt,55.44,13884
03459019,Georgsmarienhütte; Stadt,55.49,31790
09188120,Gauting,55.5,20829
09190157,Weilheim i.OB; St,55.5,22703
09772200,Schwabmünchen; St,55.5,14553
13071080,Kratzeburg,55.5,541
03454005,Börger,55.52,2856
14523020,Auerbach/Vogtl.; Stadt,55.52,17804
03360010,Hanstedt,55.54,929
07133006,Bad Kreuznach; Stadt,55.56,51695
13076125,Siggelkow,55.57,843
09472468,Veldensteinerforst,55.6,0
08425141,Blaustein; Stadt,55.61,16305
15083190,Eilsleben,55.61,3706
16076088,Harth-Pöllnitz,55.62,2817
03352056,Wingst,55.63,3375
09576147,Spalt; St,55.67,5102
06535003,Feldatal,55.69,2370
09176139,Kösching; M,55.69,9705
16061074,Niederorschel,55.73,5397
03356002,Grasberg,55.77,7908
06434011,Usingen; Stadt,55.81,14733
16076092,Auma-Weidatal; Stadt,55.91,3396
03360013,Lüder,55.92,1255
08325045,Oberndorf am Neckar; Stadt,55.92,14372
05374028,Morsbach,55.96,10093
08225114,Ravenstein; Stadt,55.97,2948
09778186,Ottobeuren; M,55.98,8594
05754004,Borgholzhausen; Stadt,55.99,9001
06631006,Eichenzell,55.99,11145
09673142,Mellrichstadt; St,55.99,5515
14625550,Schwepnitz,56.03,2453
14523245,Muldenhammer,56.08,2968
09371120,Ensdorf,56.11,2052
13071011,Blankensee,56.14,1634
08436095,Horgenzell,56.17,5548
13073022,Eixen,56.17,752
16076039,Langenwetzendorf,56.21,4024
05978012,Fröndenberg/Ruhr; Stadt,56.23,20436
05978028,Schwerte; Hansestadt an der Ruhr,56.23,46240
03151008,Ehra-Lessien,56.25,2051
05554036,Legden,56.28,7409
08128045,Großrinderfeld,56.28,4063
13071090,Lindetal,56.33,1180
03353026,Neu Wulmstorf,56.34,21748
09674149,Hofheim i.UFr.; St,56.34,5100
05754040,Steinhagen,56.41,20405
09778173,Mindelheim; St,56.42,15364
08437107,Stetten am kalten Markt,56.47,4766
16075136,Rosenthal am Rennsteig,56.49,3921
09184137,Aying,56.56,5476
08235080,Wildberg; Stadt,56.68,10306
13075005,Anklam; Hansestadt,56.68,12177
15089055,Calbe (Saale); Stadt,56.69,8179
01055040,Stockelsdorf,56.7,17079
01001000,Flensburg; Stadt,56.73,91113
08215017,Ettlingen; Stadt,56.75,39278
09181113,Denklingen,56.77,2891
09273141,Langquaid; M,56.77,5867
09377129,Kemnath; St,56.79,5578
09677127,Eußenheim,56.8,3127
03351012,Hambühren,56.81,10683
08119067,Schorndorf; Stadt,56.83,39642
06534016,Neustadt (Hessen); Stadt,56.86,10177
09188451,Starnberger See,56.88,0
09275159,Windorf; M,56.9,4939
09184141,Sauerlach,56.95,8169
09274127,Ergoldsbach; M,56.98,8423
03351008,Eldingen,57.04,2026
06632013,Nentershausen,57.05,2541
14729320,Neukieritzsch,57.09,6763
13075020,Bugewitz,57.16,245
05366040,Weilerswist,57.17,17602
01054091,Nordstrand,57.26,2230
06635010,Frankenau; Nationalparkstadt,57.29,2852
01054168,Sylt,57.31,13741
09373151,Parsberg; St,57.32,7432
10045113,Gersheim,57.37,6292
16069049,Straufhain,57.4,2704
06436007,Hofheim am Taunus; Kreisstadt,57.43,39704
03254032,Söhlde,57.45,7845
09187129,Bad Feilnbach,57.49,8328
06533017,Weilburg; Stadt,57.51,12939
16073106,Leutenberg; Stadt,57.52,2030
10046118,Tholey,57.55,11917
03151010,Groß Oesingen,57.6,2016
07131090,Grafschaft,57.6,10969
03459027,Neuenkirchen,57.63,4605
13075044,Gützkow; Stadt,57.65,2923
05566096,Wettringen,57.69,8261
09474129,Gößweinstein; M,57.69,4086
10045116,Mandelbachtal,57.71,10458
13071084,Kummerow,57.72,568
05954008,Ennepetal; Stadt der Kluterthöhle,57.77,30306
09778116,Bad Wörishofen; St,57.79,16648
06431002,Bensheim; Stadt,57.83,40629
08317151,Neuried,57.84,9841
16068064,Kindelbrück,57.84,3725
08315074,Müllheim; Stadt,57.91,19188
09181130,Landsberg am Lech; GKSt,57.91,29344
08118076,Sachsenheim; Stadt,57.92,19202
08315068,Lenzkirch,57.92,5023
09472197,Waischenfeld; St,57.93,3037
12060005,Ahrensfelde,57.93,14011
05554040,Raesfeld,57.95,11574
03151029,Steinhorst,57.97,1244
09464000,Hof,58.02,45125
03359004,Balje,58.09,937
01060063,Norderstedt; Stadt,58.1,80420
08226096,Weinheim; Stadt,58.11,45197
05154028,Kerken,58.17,12564
09780117,Buchenberg; M,58.17,4212
07340028,Lemberg,58.18,3708
07137068,Mayen; Stadt,58.19,19335
06437013,Reichelsheim (Odenwald),58.21,8437
03251002,Asendorf,58.24,2944
13073001,Ahrenshagen-Daskow,58.28,2156
06433012,Rüsselsheim am Main; Stadt,58.29,66125
12069590,Schwielowsee,58.29,10838
07340057,Wilgartswiesen,58.34,976
13072042,Gülzow-Prüzen,58.34,1585
13075119,Rothenklempenow,58.4,596
14729270,Markranstädt; Stadt,58.46,15981
01053105,Sachsenwald (Forstgutsbez.);gemfr.Geb.,58.49,0
08136021,Essingen,58.49,6442
08237073,Seewald,58.49,2154
06635014,Hatzfeld (Eder); Stadt,58.51,2926
08326027,Hüfingen; Stadt,58.53,7859
08335063,Radolfzell am Bodensee; Stadt,58.55,31582
14730010,Arzberg,58.57,1837
06435002,Bad Soden-Salmünster; Stadt,58.59,13540
10044117,Schmelz,58.62,16136
08135020,Herbrechtingen; Stadt,58.63,13070
08435059,Überlingen; Stadt,58.64,22684
09576126,Heideck; St,58.64,4641
06635012,Gemünden (Wohra); Stadt,58.65,3829
03354009,Hitzacker (Elbe); Stadt,58.67,5020
08127052,Mainhardt,58.7,6082
12069402,Mühlenfließ,58.71,922
09475136,Helmbrechts; St,58.72,8368
09476152,Ludwigsstadt; St,58.74,3306
14626580,Waldhufen,58.76,2369
14627230,Riesa; Stadt,58.91,28850
08415093,St. Johann,58.92,5175
06633024,Söhrewald,58.96,4608
08216043,Rastatt; Stadt,58.98,50441
09186125,Gerolsbach,58.98,3703
14522170,Frauenstein; Stadt,58.98,2705
16069042,Schleusegrund,58.99,2628
05566080,Saerbeck; NRW-Klimakommune,59.03,7064
05954004,Breckerfeld; Hansestadt,59.09,8915
09678150,Kolitzheim,59.09,5710
09182129,Rottach-Egern,59.12,5759
09475168,Schwarzenbach a.d.Saale; St,59.18,6821
08117026,Göppingen; Stadt,59.21,58061
08425031,Dornstadt,59.23,9036
09372178,Lohberg,59.24,1827
13076032,Dobbertin,59.25,1093
08335021,Eigeltingen,59.27,3896
05758004,Bünde; Stadt,59.29,45364
09187157,Oberaudorf,59.29,5309
09671111,Alzenau; St,59.3,18542
09672131,Maßbach; M,59.31,4319
15081026,Apenburg-Winterfeld; Flecken,59.31,1695
03353016,Hanstedt,59.39,6053
05978024,Lünen; Stadt,59.39,85721
16061118,Dingelstädt; Stadt,59.39,6847
05962020,Herscheid,59.4,6933
05766012,Barntrup; Stadt,59.46,8502
09575168,Uffenheim; St,59.46,6650
03158006,Cremlingen,59.49,12959
09773122,Buttenwiesen,59.49,6064
06636005,Herleshausen,59.5,2741
05758024,Löhne; Stadt,59.51,39977
06439012,Oestrich-Winkel; Stadt,59.51,11723
09276128,Kollnburg,59.53,2771
05170004,Alpen,59.6,12528
12064125,Falkenberg,59.6,2255
01055035,Ratekau,59.62,15166
03254041,Duingen; Flecken,59.64,4889
09576113,Allersberg; M,59.7,8417
08426038,Eberhardzell,59.72,4605
15083245,Gröningen; Stadt,59.73,3548
09780143,Waltenhofen,59.75,9759
09574138,Lauf a.d.Pegnitz; St,59.77,26387
15082005,Aken (Elbe); Stadt,59.81,7363
03241008,Isernhagen,59.85,24280
08326052,St. Georgen im Schwarzwald; Stadt,59.85,12998
09372144,Neukirchen b.Hl.Blut; M,59.86,3677
14625030,Bernsdorf; Stadt,59.86,6307
03459034,Glandorf,59.87,6619
08235085,Calw; Stadt,59.88,23742
08426087,Ochsenhausen; Stadt,59.96,8991
09174113,Bergkirchen,59.96,7755
06634026,Willingshausen,59.97,4760
01059070,Rügge,6.01,236
07143301,Wahlrod,6.01,870
01053058,Juliusburg,6.03,184
07143006,Breitenau,6.03,705
07232008,Bauler,6.03,77
07339048,Ockenheim,6.03,2735
01051039,Gudendorf,6.04,416
07143280,Norken,6.04,940
07231125,Ürzig,6.04,892
14521430,Niederwürschnitz,6.04,2563
16071022,Großheringen,6.04,636
01053022,Dalldorf,6.05,345
01058170,Wattenbek,6.05,2898
01061058,Kronsmoor,6.05,167
07140100,Nannhausen,6.05,614
07235082,Mannebach,6.05,330
07333037,Katzenbach,6.05,490
13075134,Tutow,6.05,1011
16076007,Bocka,6.05,471
07133094,Seesbach,6.06,499
07141065,Kaltenholzhausen,6.06,558
07337073,Siebeldingen,6.06,1014
01051010,Brickeln,6.07,198
01053135,Worth,6.07,175
01053078,Kulpin,6.07,199
07141018,Bremberg,6.07,276
07331063,Sulzheim,6.07,1233
07337042,Ilbesheim bei Landau in der Pfalz,6.07,1153
12067292,Lawitz,6.07,558
13075066,Koserow; Ostseebad,6.07,1718
09778171,Memmingerberg,6.08,3206
07137055,Kottenheim,6.09,2557
07233018,Dockweiler,6.09,660
08425085,Nerenstetten,6.09,352
13076013,Bobzin,6.09,256
01061003,Agethorst,6.1,199
07131040,Kirchsahr,6.1,350
07336501,Quirnbach/ Pfalz,6.1,478
08327040,Reichenbach am Heuberg,6.1,468
09572457,Kalchreuther Forst,6.1,0
16069006,Brünn/Thür.,6.1,405
01051135,Wolmersdorf,6.11,321
01062003,Badendorf,6.11,895
07133009,Bärweiler,6.11,229
07231074,Laufeld,6.11,518
07333031,Ilbesheim,6.11,619
07336015,Dennweiler-Frohnbach,6.11,269
01061004,Altenmoor,6.12,212
07134001,Abentheuer,6.12,430
07137080,Naunheim,6.12,471
09472166,Mistelbach,6.12,1539
13075080,Loddin; Seebad,6.12,972
16074056,Meusebach,6.12,88
01053108,Sandesneben,6.13,1859
01058144,Schönbek,6.13,216
16075051,Kospoda,6.13,378
08118074,Walheim,6.14,3276
16073014,Deesbach,6.14,326
01057048,Lütjenburg; Stadt,6.15,5265
03154005,Frellstedt,6.15,782
07132053,Hirz-Maulsbach,6.15,307
07235043,Hentern,6.15,391
16061082,Rustenfelde,6.15,518
16065016,Etzleben,6.15,266
16075029,Geroda,6.15,230
01054149,Wenningstedt-Braderup (Sylt),6.16,1623
07135044,Kail,6.16,301
07140119,Ravengiersburg,6.16,320
07340205,Bottenbach,6.16,735
07131209,Wassenach,6.17,1239
07135043,Kaifenheim,6.17,799
07140080,Laudert,6.17,432
07233053,Oberbettingen,6.17,687
07339031,Jugenheim in Rheinhessen,6.17,1622
01054146,Vollstedt,6.18,177
07231049,Hasborn,6.18,589
01060101,Wittenborn,6.19,995
07135005,Auderath,6.19,646
07135076,Sankt Aldegund,6.19,559
08118015,Erligheim,6.19,2896
01054140,Tümlauer Koog,6.2,99
01056004,Bilsen,6.2,831
06436010,Liederbach am Taunus,6.2,8728
07000999,Gemeinsames deutsch-luxemburgisches Hoheitsgebiet,6.2,0
07232290,Orlenbach,6.2,234
07331010,Biebelnheim,6.2,669
07335034,Otterbach,6.2,4072
16074063,Neuengönna,6.2,685
01060020,Fahrenkrug,6.21,1598
07141011,Berndroth,6.21,405
01053096,Nusse,6.22,1161
01061106,Vaalermoor,6.22,128
07232246,Jucken,6.22,181
08125057,Lehrensteinsfeld,6.22,2637
07336045,Hoppstädten,6.23,281
16075093,Rosendorf,6.23,166
01061065,Lohbarbek,6.24,786
03251029,Quernheim,6.24,490
07232118,Schleid,6.24,390
07337036,Hainfeld,6.24,884
09181115,Eching am Ammersee,6.24,1704
09471457,Lindach,6.24,0
16074032,Großlöbichau,6.24,739
07232294,Preischeid,6.25,175
09775452,Oberroggenburger Wald,6.25,0
14628090,Dorfhain,6.25,1062
01058089,Königshügel,6.26,177
03159037,Wollbrandshausen,6.26,647
07138015,Ehlscheid,6.27,1521
08116008,Bempflingen,6.27,3507
09673156,Rödelmaier,6.27,960
16074034,Gumperda,6.27,380
03457015,Neukamperfehn,6.28,1804
07133051,Jeckenbach,6.28,209
07331060,Siefersheim,6.28,1263
08425022,Börslingen,6.28,168
07133058,Lettweiler,6.29,196
07137087,Pillig,6.29,459
08226048,Mauer,6.29,4136
13074027,Grieben,6.29,160
01061068,Moordiek,6.3,108
01061108,Warringholz,6.3,297
07233074,Udler,6.3,273
07235115,Riol,6.3,1266
07337015,Burrweiler,6.3,785
08235073,Unterreichenbach,6.3,2424
07232218,Eisenach,6.31,373
08116050,Oberboihingen,6.31,5616
13074028,Groß Molzahn,6.31,394
16073017,Döschnitz,6.31,223
16073035,Hohenwarte,6.31,159
01059074,Scheggerott,6.32,363
07233008,Bleckhausen,6.32,291
07333006,Biedesheim,6.32,606
09772217,Westendorf,6.32,1705
01054016,Bosbüll,6.33,238
07133061,Mandel,6.33,925
07333049,Münsterappel,6.33,496
07340012,Geiselberg,6.33,768
08117035,Mühlhausen im Täle,6.33,1095
09776128,Wasserburg (Bodensee),6.33,3880
13072078,Penzin,6.33,131
07135001,Alf,6.34,816
07232229,Großkampenberg,6.34,134
07332005,Bobenheim am Berg,6.34,830
07332013,Ellerstadt,6.34,2385
07339010,Dalheim,6.34,1024
16064043,Marolterode,6.34,317
07133024,Desloch,6.35,311
07133092,Schweinschied,6.35,150
01060071,Schieren,6.36,264
07132012,Brachbach,6.36,2296
07232096,Obergeckler,6.36,139
07233039,Kirchweiler,6.36,398
07336050,Kirrweiler,6.36,161
09179126,Gröbenzell,6.36,19649
16075084,Pörmitz,6.36,163
07143026,Heilberscheid,6.37,643
07334014,Knittelsheim,6.37,1038
07337002,Altdorf,6.37,916
16075114,Tömmelsdorf,6.37,122
01056038,Osterhorn,6.38,413
01060030,Groß Rönnau,6.38,553
03462016,Utarp,6.38,662
07131072,Rodder,6.38,237
07232002,Alsdorf,6.38,458
03456013,Lage,6.39,1005
07138076,Waldbreitbach,6.39,1889
07339025,Hahnheim,6.39,1551
08117060,Zell unter Aichelberg,6.39,3140
07138065,Roßbach,6.4,1469
07140014,Bickenbach,6.4,351
08117038,Rechberghausen,6.4,5420
07331027,Freimersheim,6.41,723
07331045,Mettenheim,6.41,1679
08415039,Hülben,6.41,3022
09184118,Feldkirchen,6.41,7539
03452003,Berumbur,6.42,2705
07143050,Nauort,6.42,2272
07232107,Preist,6.42,710
09472469,Waidacher Forst,6.42,0
07232271,Mützenich,6.43,122
09474175,Wiesenthau,6.43,1604
16074064,Oberbodnitz,6.43,229
01053002,Alt-Mölln,6.44,824
07336004,Altenkirchen,6.44,1298
13071161,Woggersin,6.44,511
16068037,Nöda,6.44,809
01051035,Gaushorn,6.45,173
07233071,Strotzbüsch,6.45,431
07235027,Franzenheim,6.45,370
09574164,Winkelhaid,6.45,4269
12065180,Leegebruch,6.45,6943
14626020,Beiersdorf,6.45,1113
16066041,Mehmels,6.45,342
07134094,Wilzenberg-Hußweiler,6.46,274
07137204,Brey,6.46,1415
01057054,Nettelsee,6.47,428
06436011,Schwalbach am Taunus; Stadt,6.47,15269
07232047,Heilbach,6.47,110
01058034,Büdelsdorf; Stadt,6.48,10456
07135068,Neef,6.48,426
07232117,Scheuern,6.48,45
08226058,Neidenstein,6.48,1756
09573129,Tuchenbach,6.48,1392
16064021,Haussömmern,6.48,210
01060023,Fuhlendorf,6.49,409
03158021,Kissenbrück,6.49,1675
03257014,Hespe,6.49,2062
07140030,Dillendorf,6.49,562
07235085,Mertesdorf,6.49,1716
16071049,Lehnstedt,6.49,349
01053005,Bälau,6.5,218
01056032,Kummerfeld,6.5,2377
01058153,Sören,6.5,194
03452002,Baltrum,6.5,598
08117003,Albershausen,6.5,4438
13075103,Nieden,6.5,157
07333047,Morschheim,6.51,731
09672463,Omerz u. Roter Berg,6.51,0
01053128,Wangelau,6.52,205
01053044,Groß Schenkenberg,6.52,565
01058132,Rade b. Rendsburg,6.52,212
01058140,Schacht-Audorf,6.52,4872
06435022,Niederdorfelden,6.52,3901
07232079,Messerich,6.52,583
07233007,Birgel,6.52,435
07232114,Schankweiler,6.53,207
13075133,Trassenheide; Ostseebad,6.53,942
07332022,Gönnheim,6.54,1606
07333076,Stetten,6.54,665
13071064,Hohenbollentin,6.54,110
13074030,Groß Stieten,6.54,535
03154015,Mariental,6.55,931
03452010,Halbemond,6.55,971
07132062,Kircheib,6.55,519
07133048,Hüffelsheim,6.55,1281
07339013,Dolgesheim,6.55,981
08417015,Dormettingen,6.55,1084
09574460,Laufamholzer Forst,6.55,0
09574465,Zerzabelshofer Forst,6.55,0
16077003,Dobitschen,6.55,430
16068045,Ringleben,6.56,489
07134062,Oberbrombach,6.57,404
07232043,Gindorf,6.57,319
07332028,Kallstadt,6.57,1224
16061014,Bornhagen,6.57,252
16068007,Eckstedt,6.57,589
03151037,Wasbüttel,6.58,1778
07138062,Rheinbreitbach,6.58,4512
16068005,Büchel,6.58,236
07336056,Langenbach,6.59,452
07340203,Bechhofen,6.59,2163
09181139,Schondorf am Ammersee,6.59,4006
09272453,Graineter Wald,6.59,0
09671156,Waldaschaff,6.59,4195
07134026,Fohren-Linden,6.6,347
16067055,Pferdingsleben,6.6,371
16074007,Bremsnitz,6.6,156
16075079,Paska,6.6,93
03255022,Holzen,6.61,511
07135085,Urschmitt,6.61,204
07138064,Rodenbach bei Puderbach,6.61,691
07143271,Neunkirchen,6.61,535
07333007,Bischheim,6.61,803
07333051,Niedermoschel,6.61,488
08315008,Ballrechten-Dottingen,6.61,2428
09376455,Wolferlohe,6.61,0
16077018,Jonaswalde,6.61,316
01058076,Hoffeld,6.62,163
07137229,Weitersburg,6.62,2497
09572141,Marloffstein,6.62,1577
09679204,Waldbrunn,6.62,2961
09774178,Röfingen,6.62,1165
16063049,Lauterbach,6.62,659
01058023,Borgdorf-Seedorf,6.63,471
07140504,Zilshausen,6.63,284
07231107,Platten,6.63,869
01051109,Süderdeich,6.64,457
07232038,Fischbach-Oberraden,6.64,52
07332037,Neidenfels,6.64,760
09574131,Henfenfeld,6.64,1805
16069026,Lengfeld,6.64,396
01059034,Grödersby,6.65,213
01060066,Oersdorf,6.65,888
07137230,Winningen,6.65,2423
07232075,Malberg,6.65,571
07235133,Temmels,6.65,796
07338008,Fußgönheim,6.65,2585
13075124,Sauzin,6.65,435
01051087,Ostrohe,6.66,908
07134008,Berschweiler bei Baumholder,6.66,543
07135009,Binningen,6.66,702
07233206,Bongard,6.66,243
07335028,Neuhemsbach,6.66,925
07339053,Selzen,6.66,1521
01053050,Hamwarde,6.67,857
07334032,Weingarten (Pfalz),6.67,1838
09679161,Margetshöchheim,6.67,3167
01060008,Bebensee,6.68,655
07134088,Sulzbach,6.68,276
12071164,Guhrow/Góry,6.68,522
13071053,Groß Kelle,6.68,102
01058159,Tappendorf,6.69,330
01059055,Loit,6.69,265
01061100,Silzen,6.69,162
07140050,Henau,6.69,154
07233084,Winkel (Eifel),6.69,139
07335046,Sulzbachtal,6.7,439
07134020,Dienstweiler,6.71,328
12061448,Schwerin,6.71,917
16069003,Beinerstadt,6.71,296
07143282,Oberrod,6.72,617
07232061,Idesheim,6.72,415
07232501,Wißmannsdorf,6.72,839
07232306,Seinsfeld,6.73,169
09671126,Heigenbrücken,6.73,2248
01053126,Tramm,6.74,339
01062025,Hamberge,6.74,1801
07135075,Roes,6.74,481
07143289,Rothenbach,6.74,908
07336082,Rehweiler,6.74,432
06439017,Walluf,6.75,5447
09572130,Hemhofen,6.75,5429
09772126,Bonstetten,6.75,1573
06436009,Kriftel,6.76,11020
07334002,Berg (Pfalz),6.76,2026
12069052,Borkheide,6.76,2165
16074086,Schöngleina,6.76,532
01056031,Kölln-Reisiek,6.77,3423
01058151,Seefeld,6.77,344
08226046,Malsch,6.77,3491
16066018,Ellingshausen,6.77,210
07134036,Heimbach,6.78,1040
07231003,Arenrath,6.78,381
09475454,Martinlamitzer Forst-Nord,6.78,0
07140081,Laufersweiler,6.79,803
07141047,Gemmerich,6.79,542
07235050,Holzerath,6.79,461
16064009,Bruchstedt,6.8,279
07140042,Gödenroth,6.81,479
07140104,Niederburg,6.81,667
16068043,Riethgen,6.81,241
03257024,Messenkamp,6.82,727
07131054,Niederdürenbach,6.82,958
07137112,Welling,6.82,915
07141024,Dahlheim,6.82,800
16068002,Andisleben,6.82,589
16076041,Langenwolschendorf,6.82,842
01051093,Reinsbüttel,6.83,412
